Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_subovalispora	97.943	389	8	0	172	560	1	389	0.0	675
Amanita_alboflavescens	Amanita_subovalispora	97.692	390	8	1	192	581	1	389	0.0	669
Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_subovalispora	97.943	389	8	0	172	560	1	389	0.0	675
Amanita_alboflavescens	Amanita_subovalispora	97.692	390	8	1	192	581	1	389	0.0	669
Amanita_alseides	Amanita_alseides	100.000	705	0	0	1	705	1	705	0.0	1303
Amanita_alseides	Amanita_prudens	98.910	1376	11	3	1	1375	615	1987	0.0	2455
Amanita_alseides	Amanita_prudens	97.136	2025	36	16	1	2018	1	2010	0.0	3398
Amanita_alseides	Amanita_mairei	97.733	1985	28	15	32	2007	1	1977	0.0	3400
Amanita_alseides	Amanita_alseides	99.503	604	1	1	9	612	1	602	0.0	1098
Amanita_alseides	Amanita_alseides	99.343	609	1	2	22	630	1	606	0.0	1099
Amanita_malleata	Amanita_alseides	95.265	528	11	8	1	515	65	591	0.0	824
Amanita_populiphila	Amanita_alseides	94.540	641	16	10	1	626	5	641	0.0	972
Amanita_populiphila	Amanita_alseides	95.039	645	19	9	3	638	1	641	0.0	1002
Amanita_populiphila	Amanita_alseides	95.008	641	20	8	1	633	5	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.884	645	20	10	3	638	1	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.984	638	20	8	3	632	1	634	0.0	990
Amanita_populiphila	Amanita_alseides	95.046	646	20	8	6	643	1	642	0.0	1005
Amanita_populiphila	Amanita_alseides	94.868	643	21	9	8	642	1	639	0.0	994
Amanita_populiphila	Amanita_alseides	95.039	645	20	8	1	637	1	641	0.0	1003
Amanita_submembranacea	Amanita_alseides	100.000	585	0	0	1	585	5	589	0.0	1081
Amanita_alseides	Amanita_alseides	100.000	705	0	0	1	705	1	705	0.0	1303
Amanita_alseides	Amanita_prudens	98.910	1376	11	3	1	1375	615	1987	0.0	2455
Amanita_alseides	Amanita_prudens	97.136	2025	36	16	1	2018	1	2010	0.0	3398
Amanita_alseides	Amanita_mairei	97.733	1985	28	15	32	2007	1	1977	0.0	3400
Amanita_alseides	Amanita_alseides	99.503	604	1	1	9	612	1	602	0.0	1098
Amanita_alseides	Amanita_alseides	99.343	609	1	2	22	630	1	606	0.0	1099
Amanita_malleata	Amanita_alseides	95.265	528	11	8	1	515	65	591	0.0	824
Amanita_populiphila	Amanita_alseides	94.540	641	16	10	1	626	5	641	0.0	972
Amanita_populiphila	Amanita_alseides	95.039	645	19	9	3	638	1	641	0.0	1002
Amanita_populiphila	Amanita_alseides	95.008	641	20	8	1	633	5	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.884	645	20	10	3	638	1	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.984	638	20	8	3	632	1	634	0.0	990
Amanita_populiphila	Amanita_alseides	95.046	646	20	8	6	643	1	642	0.0	1005
Amanita_populiphila	Amanita_alseides	94.868	643	21	9	8	642	1	639	0.0	994
Amanita_populiphila	Amanita_alseides	95.039	645	20	8	1	637	1	641	0.0	1003
Amanita_submembranacea	Amanita_alseides	100.000	585	0	0	1	585	5	589	0.0	1081
Amanita_alseides	Amanita_alseides	100.000	705	0	0	1	705	1	705	0.0	1303
Amanita_alseides	Amanita_prudens	98.910	1376	11	3	1	1375	615	1987	0.0	2455
Amanita_alseides	Amanita_prudens	97.136	2025	36	16	1	2018	1	2010	0.0	3398
Amanita_alseides	Amanita_mairei	97.733	1985	28	15	32	2007	1	1977	0.0	3400
Amanita_alseides	Amanita_alseides	99.503	604	1	1	9	612	1	602	0.0	1098
Amanita_alseides	Amanita_alseides	99.343	609	1	2	22	630	1	606	0.0	1099
Amanita_malleata	Amanita_alseides	95.265	528	11	8	1	515	65	591	0.0	824
Amanita_populiphila	Amanita_alseides	94.540	641	16	10	1	626	5	641	0.0	972
Amanita_populiphila	Amanita_alseides	95.039	645	19	9	3	638	1	641	0.0	1002
Amanita_populiphila	Amanita_alseides	95.008	641	20	8	1	633	5	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.884	645	20	10	3	638	1	641	0.0	996
Amanita_populiphila	Amanita_alseides	94.984	638	20	8	3	632	1	634	0.0	990
Amanita_populiphila	Amanita_alseides	95.046	646	20	8	6	643	1	642	0.0	1005
Amanita_populiphila	Amanita_alseides	94.868	643	21	9	8	642	1	639	0.0	994
Amanita_populiphila	Amanita_alseides	95.039	645	20	8	1	637	1	641	0.0	1003
Amanita_submembranacea	Amanita_alseides	100.000	585	0	0	1	585	5	589	0.0	1081
Amanita_altipes	Amanita_altipes	100.000	959	0	0	1	959	1	959	0.0	1772
Amanita_altipes	Amanita_breckonii	93.548	589	13	12	1	580	81	653	0.0	854
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_suballiacea	94.840	717	21	9	1	714	52	755	0.0	1105
Amanita_amerivirosa	Amanita_amerivirosa	100.000	574	0	0	1	574	86	659	0.0	1061
Amanita_amerivirosa	Amanita_amerivirosa	100.000	557	0	0	1	557	86	642	0.0	1029
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	14	672	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	99.848	659	0	1	3	660	1	659	0.0	1210
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_foetidissima	93.392	1483	88	10	3	1482	3	1478	0.0	2187
Amanita_amerivirosa	Amanita_praeclara	93.605	1470	85	8	10	1477	615	2077	0.0	2185
Amanita_amerivirosa	Amanita_praeclara	93.605	1470	85	8	11	1478	615	2077	0.0	2185
Amanita_amerivirosa	Amanita_amerivirosa	99.848	659	0	1	3	660	1	659	0.0	1210
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	99.842	632	1	0	1	632	28	659	0.0	1162
Amanita_amerivirosa	Amanita_amerivirosa	100.000	566	0	0	1	566	79	644	0.0	1046
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	99.831	593	0	1	1	592	36	628	0.0	1088
Amanita_amerivirosa	Amanita_amerivirosa	100.000	598	0	0	1	598	36	633	0.0	1105
Amanita_rimosa	Amanita_amerivirosa	88.288	666	45	21	1	654	15	659	0.0	767
Amanita_rimosa	Amanita_amerivirosa	88.288	666	45	21	1	654	15	659	0.0	767
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_suballiacea	94.840	717	21	9	1	714	52	755	0.0	1105
Amanita_amerivirosa	Amanita_amerivirosa	100.000	574	0	0	1	574	86	659	0.0	1061
Amanita_amerivirosa	Amanita_amerivirosa	100.000	557	0	0	1	557	86	642	0.0	1029
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	14	672	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	99.848	659	0	1	3	660	1	659	0.0	1210
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_foetidissima	93.392	1483	88	10	3	1482	3	1478	0.0	2187
Amanita_amerivirosa	Amanita_praeclara	93.605	1470	85	8	10	1477	615	2077	0.0	2185
Amanita_amerivirosa	Amanita_praeclara	93.605	1470	85	8	11	1478	615	2077	0.0	2185
Amanita_amerivirosa	Amanita_amerivirosa	99.848	659	0	1	3	660	1	659	0.0	1210
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	99.842	632	1	0	1	632	28	659	0.0	1162
Amanita_amerivirosa	Amanita_amerivirosa	100.000	566	0	0	1	566	79	644	0.0	1046
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
