Amanita_abrupta	Amanita_abrupta	100.000	783	0	0	1	783	1	783	0.0	1447
Amanita_aff._breckonii	Amanita_breckonii	99.841	627	0	1	1	626	34	660	0.0	1151
Amanita_aff._breckonii	Amanita_breckonii	100.000	611	0	0	1	611	34	644	0.0	1129
Amanita_aff._codinae	Amanita_codinae	100.000	797	0	0	1	797	1	797	0.0	1472
Amanita_aff._codinae	Amanita_codinae	99.860	712	0	1	1	711	3	714	0.0	1308
Amanita_aff._drummondii	Amanita_drummondii	100.000	608	0	0	1	608	1	608	0.0	1123
Amanita_aff._javanica_HKAS_56863	Amanita_javanica	100.000	469	0	0	1	469	47	515	0.0	867
Amanita_aff._javanica_HKAS_56957	Amanita_javanica	100.000	444	0	0	1	444	47	490	0.0	821
Amanita_aff._princeps_HKAS_59777	Amanita_princeps_HKAS_59777	100.000	556	0	0	1	556	1	556	0.0	1027
Amanita_aff._princeps_HKAS_75787	Amanita_princeps_HKAS_75787	100.000	573	0	0	1	573	1	573	0.0	1059
Amanita_aff._princeps_HKAS_75788	Amanita_princeps_HKAS_75788	100.000	573	0	0	1	573	1	573	0.0	1059
Amanita_aff._volvata	Amanita_volvata	100.000	716	0	0	1	716	1	716	0.0	1323
Amanita_albocreata	Amanita_albocreata	100.000	692	0	0	1	692	1	692	0.0	1279
Amanita_albocreata	Amanita_albocreata	99.422	692	2	1	6	697	1	690	0.0	1254
Amanita_albocreata	Amanita_albocreata	99.710	690	0	2	1	689	4	692	0.0	1262
Amanita_albocreata	Amanita_albocreata	99.855	689	0	1	1	688	4	692	0.0	1266
Amanita_albocreata	Amanita_albocreata	99.710	690	0	2	1	689	4	692	0.0	1262
Amanita_albocreata	Amanita_albocreata	99.710	690	0	2	1	689	4	692	0.0	1262
Amanita_albocreata	Amanita_albocreata	99.855	689	0	1	1	688	4	692	0.0	1266
Amanita_albocreata	Amanita_albocreata	99.855	689	0	1	1	688	4	692	0.0	1266
Amanita_albocreata	Amanita_albocreata	99.710	690	0	2	1	689	4	692	0.0	1262
Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_alboflavescens	100.000	503	0	0	1	503	1	503	0.0	929
Amanita_alboflavescens	Amanita_subovalispora	97.943	389	8	0	172	560	1	389	0.0	675
Amanita_alboflavescens	Amanita_subovalispora	97.692	390	8	1	192	581	1	389	0.0	669
Amanita_alliodora	Amanita_alliodora	100.000	734	0	0	1	734	1	734	0.0	1356
Amanita_alseides	Amanita_alseides	100.000	705	0	0	1	705	1	705	0.0	1303
Amanita_alseides	Amanita_prudens	98.910	1376	11	3	1	1375	615	1987	0.0	2455
Amanita_alseides	Amanita_prudens	97.136	2025	36	16	1	2018	1	2010	0.0	3398
Amanita_alseides	Amanita_mairei	97.733	1985	28	15	32	2007	1	1977	0.0	3400
Amanita_alseides	Amanita_alseides	99.503	604	1	1	9	612	1	602	0.0	1098
Amanita_alseides	Amanita_alseides	99.343	609	1	2	22	630	1	606	0.0	1099
Amanita_altipes	Amanita_altipes	100.000	959	0	0	1	959	1	959	0.0	1772
Amanita_altipes	Amanita_breckonii	93.548	589	13	12	1	580	81	653	0.0	854
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	3	661	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_amerivirosa	100.000	659	0	0	1	659	1	659	0.0	1218
Amanita_amerivirosa	Amanita_suballiacea	94.840	717	21	9	1	714	52	755	0.0	1105
